时间,压力(N),传感器#8,传感器#9,传感器#10,传感器#24,传感器#25,传感器#26,传感器#232,传感器#233,传感器#234,传感器#248,传感器#249,传感器#250
08h.46m.06s.853ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.06s.863ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.06s.873ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.06s.883ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.06s.894ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.06s.903ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.06s.913ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.06s.923ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.06s.933ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.06s.943ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.06s.953ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.06s.964ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.06s.973ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.06s.983ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.06s.993ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.003ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.013ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.023ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.033ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.043ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.053ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.063ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.073ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.083ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.093ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.103ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.113ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.123ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.133ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.143ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.153ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.163ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.173ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.183ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.193ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.203ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.213ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.223ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.234ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.243ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.253ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.263ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.273ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.283ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.293ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.303ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.313ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.323ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.333ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.343ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.353ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.363ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.373ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.383ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.393ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.403ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.413ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.423ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.433ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.443ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.453ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.463ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.473ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.483ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.493ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.503ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.513ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.523ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.533ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.543ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.553ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.563ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.573ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.583ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.593ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.603ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.613ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.623ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.633ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.643ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.653ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.663ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.673ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.683ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.693ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.703ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.713ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.723ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.733ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.744ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.753ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.764ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.773ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.783ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.793ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.803ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.813ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.823ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.833ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.843ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.853ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.863ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.874ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.884ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.893ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.903ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.913ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.923ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.934ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.944ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.953ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.963ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.973ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.983ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.07s.994ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.003ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.013ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.023ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.033ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.043ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.053ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.063ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.073ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.083ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.093ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.103ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.113ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.123ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.133ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.144ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.153ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.163ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.173ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.183ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.194ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.203ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.213ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.223ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.233ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.243ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.254ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.263ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.273ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.283ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.293ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.303ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.313ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.323ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.334ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.343ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.353ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.363ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.373ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.383ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.393ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.403ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.413ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.423ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.433ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.443ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.453ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.464ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.473ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.483ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.493ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.503ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.514ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.523ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.533ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.543ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.553ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.563ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.574ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.584ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.593ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.603ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.613ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.623ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.634ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.643ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.655ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.663ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.673ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.683ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.693ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.703ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.714ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.723ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.733ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.743ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.753ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.764ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.773ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.783ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.793ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.803ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.813ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.823ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.834ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.843ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.853ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.863ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.873ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.883ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.894ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.904ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.913ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.923ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.933ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.943ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.954ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.963ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.974ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.983ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.08s.993ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.007ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.013ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.023ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.033ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.043ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.053ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.063ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.073ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.083ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.093ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.103ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.113ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.123ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.133ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.143ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.153ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.163ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.173ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.183ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.193ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.203ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.213ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.223ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.233ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.243ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.253ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.263ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.274ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.283ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.293ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.303ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.313ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.324ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.333ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.343ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.353ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.363ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.373ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.383ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.393ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.403ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.413ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.423ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.434ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.443ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.453ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.463ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.473ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.484ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.493ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.503ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.513ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.523ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.533ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.543ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.553ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.565ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.573ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.583ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.593ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.603ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.613ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.624ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.09s.633ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
