时间,压力(N),传感器#8,传感器#9,传感器#10,传感器#24,传感器#25,传感器#26,传感器#232,传感器#233,传感器#234,传感器#248,传感器#249,传感器#250
08h.46m.29s.732ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.29s.742ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.29s.752ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.29s.762ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.29s.772ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.29s.782ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.29s.792ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.29s.802ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.29s.812ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.29s.822ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.29s.833ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.29s.842ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.29s.852ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.29s.862ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.29s.872ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.29s.882ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.29s.892ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.29s.902ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.29s.912ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.29s.922ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.29s.932ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.29s.944ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.29s.953ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.29s.962ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.29s.972ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.29s.982ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.29s.992ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.002ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.012ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.022ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.032ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.042ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.052ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.062ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.072ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.082ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.092ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.102ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.112ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.122ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.132ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.142ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.153ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.162ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.172ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.182ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.192ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.202ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.212ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.222ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.232ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.242ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.252ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.262ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.272ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.282ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.292ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.302ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.312ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.322ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.332ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.342ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.352ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.362ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.372ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.382ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.392ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.402ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.412ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.422ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.432ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.442ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.452ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.462ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.472ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.482ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.492ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.502ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.512ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.522ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.532ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.542ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.552ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.562ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.572ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.582ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.592ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.602ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.612ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.622ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.632ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.642ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.652ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.662ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.672ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.682ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.692ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.702ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.712ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.722ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.733ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.742ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.752ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.762ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.772ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.782ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.792ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.802ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.812ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.822ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.832ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.842ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.852ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.862ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.872ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.882ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.892ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.902ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.912ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.922ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.932ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.942ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.952ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.962ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.972ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.982ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.30s.992ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.002ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.012ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.023ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.032ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.042ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.052ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.062ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.072ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.082ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.092ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.102ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.112ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.122ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.132ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.142ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.152ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.162ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.172ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.182ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.192ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.202ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.212ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.222ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.232ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.242ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.252ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.262ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.272ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.282ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.292ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.302ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.313ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.322ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.332ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.342ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.352ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.362ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.372ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.382ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.393ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.402ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.412ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.422ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.432ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.443ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.452ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.462ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.472ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.482ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.492ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.503ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.513ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.522ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.532ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.542ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.552ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.563ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.573ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.582ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.592ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.602ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.612ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.622ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.632ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.642ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.652ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.662ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.672ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.682ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.692ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.702ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.713ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.722ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.732ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.742ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.752ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.762ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.773ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.782ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.792ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.803ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.812ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.823ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.832ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.842ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.852ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.862ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.872ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.882ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.892ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.902ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.912ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.922ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.932ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.942ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.952ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.962ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.972ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.982ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.31s.992ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.002ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.012ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.022ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.032ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.042ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.052ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.062ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.072ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.083ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.092ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.102ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.112ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.122ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.132ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.144ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.152ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.162ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.172ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.182ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.192ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.202ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.212ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.223ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.232ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.242ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.252ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.262ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.272ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.283ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.292ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.302ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.312ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.322ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.332ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.342ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.353ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.362ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.372ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.382ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.392ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.402ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.412ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.422ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.432ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.442ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.452ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.462ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.472ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.482ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.492ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.502ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.512ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.523ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.532ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.542ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.553ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.562ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.572ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.582ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.592ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.602ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.612ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.622ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.632ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.642ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.652ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.662ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.673ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.682ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.692ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.702ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.712ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.722ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.732ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.742ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.753ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.762ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.772ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.782ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.793ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.803ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.812ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.822ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.832ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.842ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.852ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.862ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.872ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.882ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.892ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.902ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.912ms,0,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.32s.922ms,0,0,0,0,0,0,0,0,0,0,0,0,0
