时间,压力(N),传感器#8,传感器#9,传感器#10,传感器#24,传感器#25,传感器#26,传感器#232,传感器#233,传感器#234,传感器#248,传感器#249,传感器#250
08h.46m.19s.774ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.19s.785ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.19s.794ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.19s.804ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.19s.815ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.19s.824ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.19s.834ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.19s.844ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.19s.854ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.19s.864ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.19s.874ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.19s.884ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.19s.894ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.19s.905ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.19s.914ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.19s.924ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.19s.934ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.19s.944ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.19s.954ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.19s.964ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.19s.974ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.19s.984ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.19s.995ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.004ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.014ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.024ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.034ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.045ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.055ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.064ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.075ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.084ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.094ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.104ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.114ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.124ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.134ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.144ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.154ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.164ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.174ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.185ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.194ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.204ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.215ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.224ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.234ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.244ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.255ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.264ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.275ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.285ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.294ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.305ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.315ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.324ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.334ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.345ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.355ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.365ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.374ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.385ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.395ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.405ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.415ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.424ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.435ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.445ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.454ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.464ms,0.00,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.474ms,0.14,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.485ms,0.14,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.495ms,0.14,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.505ms,0.14,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.515ms,0.23,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.525ms,0.23,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.535ms,0.31,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.544ms,0.31,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.555ms,0.31,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.564ms,0.41,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.574ms,0.51,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.584ms,0.51,0,0,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.595ms,0.65,0,6,0,0,0,0,0,0,0,0,0,0
08h.46m.20s.604ms,0.65,0,7,6,0,0,0,0,0,0,0,0,0
08h.46m.20s.614ms,0.81,0,8,6,0,0,0,0,0,0,0,0,0
08h.46m.20s.624ms,0.81,0,8,7,0,0,0,0,0,0,0,0,0
08h.46m.20s.635ms,0.98,0,8,8,0,0,0,0,0,0,0,0,0
08h.46m.20s.644ms,1.06,0,10,8,0,0,0,0,0,0,0,0,0
08h.46m.20s.654ms,1.24,0,10,9,0,0,0,0,0,0,0,0,0
08h.46m.20s.665ms,1.24,0,11,10,0,0,0,0,0,0,0,0,0
08h.46m.20s.674ms,1.43,6,12,12,0,0,0,0,0,0,0,0,0
08h.46m.20s.685ms,1.56,6,11,12,0,0,0,0,0,0,0,0,0
08h.46m.20s.694ms,1.76,7,12,13,7,0,0,0,0,0,0,0,0
08h.46m.20s.706ms,2.11,8,12,14,9,0,0,0,0,0,0,0,0
08h.46m.20s.714ms,2.11,10,16,15,12,0,0,0,0,0,0,0,0
08h.46m.20s.724ms,2.26,10,17,18,14,0,10,0,0,0,0,0,0
08h.46m.20s.735ms,2.52,10,19,21,15,0,13,0,0,0,0,0,10
08h.46m.20s.745ms,2.67,12,20,23,16,0,13,0,0,0,0,0,12
08h.46m.20s.755ms,3.10,13,22,28,19,0,14,0,0,0,0,0,11
08h.46m.20s.764ms,3.28,14,23,29,20,0,14,0,0,14,0,0,15
08h.46m.20s.774ms,3.56,19,24,32,23,0,19,0,0,14,12,0,14
08h.46m.20s.784ms,3.69,19,27,33,24,12,20,0,11,17,12,0,15
08h.46m.20s.795ms,4.03,19,28,35,25,12,21,0,12,18,13,0,16
08h.46m.20s.805ms,4.23,22,30,37,26,13,24,0,13,20,15,0,18
08h.46m.20s.815ms,4.76,23,30,38,27,13,25,0,14,22,15,0,19
08h.46m.20s.824ms,4.92,24,34,39,29,14,27,0,15,24,17,0,20
08h.46m.20s.834ms,5.24,26,36,41,30,15,27,0,16,27,17,0,22
08h.46m.20s.845ms,5.45,27,38,45,33,16,29,0,20,28,19,0,23
08h.46m.20s.855ms,5.79,29,39,46,36,17,30,0,21,30,21,0,24
08h.46m.20s.864ms,6.26,31,40,46,39,17,31,0,22,32,22,0,25
08h.46m.20s.875ms,6.62,31,41,47,40,18,31,0,23,33,25,0,25
08h.46m.20s.885ms,6.83,33,43,49,41,19,33,0,25,35,27,0,26
08h.46m.20s.894ms,7.42,34,46,51,43,23,35,0,27,38,28,0,27
08h.46m.20s.906ms,7.92,34,47,52,44,24,36,0,29,39,30,0,29
08h.46m.20s.915ms,7.92,35,48,54,45,25,38,0,31,41,30,0,30
08h.46m.20s.924ms,8.42,35,51,54,46,27,38,0,32,42,31,0,30
08h.46m.20s.934ms,8.77,36,51,54,47,27,38,0,33,43,32,0,30
08h.46m.20s.944ms,8.99,39,52,56,51,29,41,23,34,44,34,0,31
08h.46m.20s.954ms,9.63,39,53,57,52,29,41,23,35,46,34,0,32
08h.46m.20s.965ms,9.84,40,54,58,55,30,42,25,36,48,35,0,33
08h.46m.20s.974ms,10.22,41,54,60,55,31,42,27,37,48,37,0,33
08h.46m.20s.984ms,10.79,43,55,60,56,31,42,27,38,49,37,0,34
08h.46m.20s.994ms,11.20,43,56,61,58,31,44,29,39,50,38,0,34
08h.46m.21s.004ms,11.45,43,57,63,58,33,44,29,40,52,38,0,35
08h.46m.21s.015ms,12.20,45,58,64,59,33,44,30,40,53,39,0,35
08h.46m.21s.025ms,12.44,45,59,65,61,34,44,31,41,53,40,0,37
08h.46m.21s.034ms,12.88,46,60,66,61,36,46,32,42,56,42,0,38
08h.46m.21s.044ms,13.51,47,62,67,62,36,47,32,44,57,43,0,39
08h.46m.21s.055ms,13.97,47,62,68,63,36,46,34,44,58,43,0,39
08h.46m.21s.065ms,14.24,48,64,68,64,40,47,35,45,59,44,0,39
08h.46m.21s.074ms,14.69,49,65,69,65,40,48,35,46,59,44,0,39
08h.46m.21s.085ms,15.38,50,66,70,66,40,48,36,46,62,45,29,40
08h.46m.21s.095ms,15.88,50,67,71,67,41,49,37,48,63,46,29,40
08h.46m.21s.106ms,16.58,51,69,70,69,42,48,37,49,64,47,30,42
08h.46m.21s.114ms,17.05,52,70,72,69,43,50,37,50,63,48,31,41
08h.46m.21s.125ms,17.34,53,71,72,71,44,50,39,52,65,48,32,43
08h.46m.21s.134ms,17.83,54,71,72,71,44,50,39,52,66,49,32,43
08h.46m.21s.145ms,18.56,54,72,72,73,44,52,41,52,68,51,33,44
08h.46m.21s.156ms,19.38,55,73,74,74,45,52,41,53,69,52,33,44
08h.46m.21s.165ms,19.38,55,74,75,74,46,53,42,55,70,54,34,45
08h.46m.21s.174ms,20.28,56,74,75,76,47,54,43,55,71,55,34,46
08h.46m.21s.185ms,20.59,56,75,75,77,47,54,43,55,71,55,34,46
08h.46m.21s.194ms,21.12,57,76,75,77,48,53,43,56,72,56,35,47
08h.46m.21s.205ms,21.83,57,77,77,77,48,54,44,57,73,56,36,46
08h.46m.21s.216ms,22.35,58,77,78,79,49,55,46,59,73,59,36,47
08h.46m.21s.225ms,22.67,58,78,78,80,50,56,46,60,75,60,38,48
08h.46m.21s.234ms,23.57,59,79,79,80,51,56,47,61,76,59,38,50
08h.46m.21s.245ms,23.85,59,80,79,80,51,56,48,61,75,60,38,49
08h.46m.21s.254ms,24.35,60,80,79,81,50,56,47,61,76,59,38,50
08h.46m.21s.265ms,25.06,60,80,79,81,51,58,48,62,76,61,38,50
08h.46m.21s.274ms,25.55,60,81,80,82,52,58,49,63,77,62,39,54
08h.46m.21s.284ms,25.86,61,82,80,83,53,59,48,63,78,62,39,55
08h.46m.21s.294ms,26.75,62,82,80,83,54,59,49,65,78,62,40,55
08h.46m.21s.304ms,27.09,62,82,80,83,54,60,50,65,79,63,40,55
08h.46m.21s.314ms,27.63,63,83,82,83,54,60,50,66,79,63,41,56
08h.46m.21s.326ms,28.00,63,82,82,85,54,60,51,66,79,65,41,57
08h.46m.21s.335ms,28.95,63,84,82,85,55,61,51,68,80,65,42,57
08h.46m.21s.345ms,29.28,63,84,83,85,55,61,52,68,81,65,42,57
08h.46m.21s.355ms,29.81,64,85,83,86,57,62,53,69,81,65,43,58
08h.46m.21s.366ms,30.58,64,84,83,87,58,62,55,69,81,67,43,59
08h.46m.21s.374ms,31.15,64,86,84,87,58,63,56,70,81,67,43,59
08h.46m.21s.385ms,31.52,65,86,84,87,59,63,56,70,82,68,43,60
08h.46m.21s.395ms,32.50,66,87,84,88,59,63,57,71,83,68,44,60
08h.46m.21s.404ms,32.86,67,89,85,89,60,64,57,71,84,68,44,60
08h.46m.21s.414ms,33.44,68,89,85,89,60,63,59,71,84,70,44,60
08h.46m.21s.425ms,34.31,68,89,86,89,60,64,60,71,84,71,44,61
08h.46m.21s.434ms,34.91,67,89,86,90,61,64,60,72,85,71,44,62
08h.46m.21s.444ms,35.31,68,89,87,90,61,64,60,71,85,71,44,62
08h.46m.21s.456ms,36.35,68,90,87,91,61,64,60,73,85,72,45,63
08h.46m.21s.464ms,36.73,69,91,87,92,62,66,61,73,85,73,45,63
08h.46m.21s.474ms,37.33,69,92,87,93,63,66,61,73,86,73,46,63
08h.46m.21s.484ms,38.20,69,92,87,93,63,66,61,74,87,74,45,63
08h.46m.21s.495ms,38.75,69,92,87,93,63,66,62,74,88,74,46,64
08h.46m.21s.504ms,39.14,69,92,87,94,64,66,62,74,87,74,46,63
08h.46m.21s.515ms,40.21,69,93,89,94,64,67,62,75,88,75,46,64
08h.46m.21s.524ms,40.61,70,93,89,95,64,67,62,76,89,75,47,64
08h.46m.21s.535ms,41.20,71,94,89,95,66,69,64,77,89,76,47,65
08h.46m.21s.544ms,42.07,71,95,89,96,66,69,64,76,91,76,48,67
08h.46m.21s.554ms,42.62,71,95,90,96,67,69,64,77,91,77,49,67
08h.46m.21s.565ms,42.99,71,95,90,96,67,70,64,77,90,77,49,66
08h.46m.21s.574ms,44.00,71,95,90,96,68,69,64,78,91,77,49,68
08h.46m.21s.585ms,44.37,72,95,91,97,68,70,65,77,91,77,48,67
08h.46m.21s.595ms,44.93,72,96,90,97,69,70,66,78,91,77,48,68
08h.46m.21s.605ms,45.28,72,97,91,97,69,70,66,79,91,78,49,68
08h.46m.21s.614ms,46.21,72,97,91,98,69,70,66,79,91,78,48,69
08h.46m.21s.626ms,46.53,72,97,91,98,69,70,67,79,92,79,49,69
08h.46m.21s.635ms,47.08,73,98,91,99,71,71,67,79,91,79,50,69
08h.46m.21s.645ms,47.78,73,98,91,99,71,71,68,79,92,79,50,69
08h.46m.21s.654ms,48.37,74,98,92,99,71,71,69,80,93,80,50,70
08h.46m.21s.665ms,48.74,73,98,93,100,71,71,68,81,93,80,50,70
08h.46m.21s.675ms,49.81,74,98,93,100,72,72,69,81,94,80,50,70
08h.46m.21s.684ms,50.19,74,100,93,100,72,72,69,83,93,80,51,71
08h.46m.21s.694ms,50.81,74,100,93,100,72,72,69,83,94,81,51,72
08h.46m.21s.704ms,51.71,74,100,93,101,73,71,69,83,94,80,51,71
08h.46m.21s.715ms,52.31,74,100,93,101,73,72,69,83,94,81,51,72
08h.46m.21s.724ms,52.70,74,101,94,102,74,73,70,83,94,82,51,72
08h.46m.21s.734ms,53.77,75,101,93,102,74,72,71,84,94,83,51,72
08h.46m.21s.744ms,54.18,75,101,94,102,74,73,71,84,94,83,51,72
08h.46m.21s.754ms,54.80,75,101,94,102,74,73,72,84,94,83,51,72
08h.46m.21s.765ms,55.64,75,102,94,102,74,74,72,85,94,83,52,72
08h.46m.21s.774ms,56.18,75,101,95,102,74,73,73,85,95,83,53,72
08h.46m.21s.785ms,56.54,75,102,95,102,74,73,73,85,95,83,53,72
08h.46m.21s.796ms,57.63,75,103,96,102,76,74,73,86,96,83,53,72
08h.46m.21s.805ms,58.04,76,103,96,103,77,74,73,86,96,84,54,72
08h.46m.21s.814ms,58.66,77,103,96,103,77,74,73,86,96,84,54,72
08h.46m.21s.826ms,59.59,77,103,96,104,77,74,73,86,96,85,54,73
08h.46m.21s.834ms,60.17,78,103,97,104,77,74,74,86,96,85,54,73
08h.46m.21s.846ms,60.59,78,104,96,104,77,74,75,86,96,85,54,74
08h.46m.21s.854ms,61.23,79,104,96,104,77,74,74,86,96,85,54,74
08h.46m.21s.865ms,62.13,79,104,97,105,77,75,75,86,97,86,54,74
08h.46m.21s.874ms,62.72,80,104,96,105,78,75,75,88,97,86,55,75
08h.46m.21s.885ms,63.09,80,104,97,105,78,75,75,88,97,86,55,75
08h.46m.21s.894ms,64.08,80,105,97,105,79,75,75,88,97,86,55,75
08h.46m.21s.905ms,64.31,80,105,97,106,78,75,75,89,97,86,55,75
08h.46m.21s.914ms,64.82,80,105,97,106,78,75,75,89,97,86,55,75
08h.46m.21s.924ms,65.57,80,105,97,106,79,75,75,89,97,87,55,75
08h.46m.21s.935ms,66.09,80,105,97,106,79,76,75,89,97,87,55,75
08h.46m.21s.944ms,66.42,80,105,97,106,79,76,75,89,97,87,55,75
08h.46m.21s.955ms,67.39,81,105,97,106,79,75,76,89,98,88,55,75
08h.46m.21s.965ms,67.76,80,106,98,106,79,76,77,89,98,89,56,75
08h.46m.21s.974ms,68.34,81,105,98,106,80,75,77,89,98,89,56,75
08h.46m.21s.984ms,69.21,80,106,98,106,80,76,77,89,99,88,56,77
08h.46m.21s.995ms,69.77,81,106,98,107,81,76,77,89,99,88,56,77
08h.46m.22s.005ms,70.15,81,106,98,107,81,78,77,89,99,89,56,78
08h.46m.22s.015ms,71.23,81,107,98,107,82,78,76,90,99,89,56,78
08h.46m.22s.025ms,71.64,82,107,99,107,82,78,78,90,100,89,56,79
08h.46m.22s.034ms,72.22,81,107,99,107,82,78,77,90,100,89,56,80
08h.46m.22s.045ms,73.09,82,107,98,108,82,78,77,90,99,89,56,79
08h.46m.22s.055ms,73.62,82,107,99,109,82,78,78,91,100,89,57,80
08h.46m.22s.064ms,74.00,82,109,99,109,83,78,78,91,100,90,58,80
08h.46m.22s.074ms,75.07,82,109,99,109,83,78,78,91,100,90,57,80
08h.46m.22s.086ms,75.50,82,109,99,109,83,78,78,91,99,90,58,79
08h.46m.22s.094ms,76.07,82,110,99,109,83,78,79,91,101,91,58,81
08h.46m.22s.104ms,76.94,83,110,99,109,84,78,79,91,101,90,58,81
08h.46m.22s.114ms,77.39,83,110,98,109,83,78,79,92,101,91,57,81
08h.46m.22s.124ms,77.76,83,110,99,109,84,78,79,91,100,90,58,80
08h.46m.22s.135ms,78.33,83,110,99,109,83,79,79,92,100,91,58,80
08h.46m.22s.144ms,79.12,83,110,99,109,84,78,79,91,101,91,57,81
08h.46m.22s.154ms,79.69,83,110,100,109,84,80,80,92,101,92,58,82
08h.46m.22s.165ms,80.07,83,111,101,109,85,80,80,93,101,91,58,82
08h.46m.22s.174ms,81.09,83,111,100,109,85,80,80,93,101,92,58,81
08h.46m.22s.184ms,81.49,83,111,100,109,85,80,81,93,101,92,58,82
08h.46m.22s.195ms,82.10,84,112,100,111,85,79,81,93,101,92,58,82
08h.46m.22s.205ms,82.96,84,112,100,111,85,80,81,93,101,92,59,82
08h.46m.22s.214ms,83.50,84,112,100,111,86,80,81,93,101,92,59,82
08h.46m.22s.224ms,83.85,84,112,101,111,86,80,81,93,101,92,59,82
08h.46m.22s.235ms,84.84,84,112,101,111,86,80,81,93,101,92,59,82
08h.46m.22s.244ms,85.19,84,112,102,111,86,81,81,93,101,92,59,82
08h.46m.22s.256ms,85.72,84,112,102,112,86,81,81,93,101,92,59,82
08h.46m.22s.265ms,86.44,84,112,102,112,86,81,81,93,102,92,59,82
08h.46m.22s.275ms,86.90,84,113,102,112,87,81,81,93,102,92,59,82
08h.46m.22s.284ms,87.19,84,113,102,112,87,81,81,94,103,93,60,83
08h.46m.22s.295ms,88.13,85,113,102,112,87,81,81,94,103,93,60,83
08h.46m.22s.304ms,88.51,85,113,102,112,86,81,81,94,103,93,60,83
08h.46m.22s.314ms,89.06,85,114,102,112,87,81,81,94,102,93,60,82
08h.46m.22s.324ms,89.87,85,114,102,112,87,81,82,94,103,94,60,83
08h.46m.22s.335ms,90.36,85,114,103,112,87,81,82,94,103,94,60,83
08h.46m.22s.345ms,90.71,85,115,102,112,88,81,83,94,103,95,60,83
08h.46m.22s.354ms,91.70,85,114,102,112,87,81,83,94,103,95,60,83
08h.46m.22s.365ms,92.13,85,115,102,113,88,81,83,94,103,95,60,83
08h.46m.22s.375ms,92.65,85,115,103,113,88,81,83,94,103,95,60,83
08h.46m.22s.384ms,93.20,85,115,103,113,88,81,83,94,103,95,60,84
08h.46m.22s.395ms,93.65,85,115,103,113,88,81,83,94,103,95,60,84
08h.46m.22s.404ms,94.02,85,115,104,113,88,82,83,94,103,95,60,84
08h.46m.22s.414ms,94.61,85,115,104,113,89,82,83,94,103,96,60,84
08h.46m.22s.424ms,95.42,86,115,104,114,88,82,84,94,103,96,60,84
08h.46m.22s.434ms,95.94,86,115,104,114,89,83,84,94,103,96,60,84
08h.46m.22s.444ms,96.28,86,115,104,115,89,82,84,94,103,96,61,84
08h.46m.22s.454ms,97.26,86,115,104,115,89,83,83,94,103,96,61,84
08h.46m.22s.465ms,97.63,86,115,104,115,89,83,83,94,103,96,62,84
08h.46m.22s.474ms,98.18,86,115,104,114,89,83,84,94,104,97,62,85
08h.46m.22s.484ms,98.89,86,115,104,115,89,83,84,94,104,97,62,85
08h.46m.22s.494ms,99.40,86,115,104,115,89,83,84,95,104,97,63,85
08h.46m.22s.504ms,99.75,86,116,105,114,89,83,83,95,104,97,63,85
08h.46m.22s.516ms,100.75,86,116,105,115,90,83,84,94,104,97,63,85
08h.46m.22s.525ms,101.14,86,117,105,115,90,83,84,94,104,97,63,85
08h.46m.22s.535ms,101.69,86,117,106,115,90,84,84,95,104,97,63,85
08h.46m.22s.545ms,102.48,86,117,106,115,90,84,84,95,104,97,63,86
08h.46m.22s.555ms,102.96,86,117,106,115,90,83,84,95,104,97,63,86
08h.46m.22s.565ms,103.28,86,117,106,115,90,83,84,95,104,97,63,86
08h.46m.22s.575ms,104.12,86,117,107,116,89,84,85,95,104,97,64,86
08h.46m.22s.585ms,104.44,86,117,107,116,90,84,85,94,104,98,64,86
08h.46m.22s.595ms,104.88,86,117,107,116,90,84,85,94,104,98,64,87
08h.46m.22s.604ms,105.54,86,117,107,116,91,84,85,95,104,98,65,87
08h.46m.22s.614ms,105.94,86,117,107,116,91,84,85,94,104,98,65,87
08h.46m.22s.625ms,106.23,86,117,107,116,90,85,85,95,104,98,65,87
08h.46m.22s.634ms,107.08,86,118,107,116,91,84,85,95,105,98,65,88
08h.46m.22s.644ms,107.46,87,117,107,116,90,85,85,95,105,98,65,88
08h.46m.22s.656ms,107.94,86,118,107,116,91,85,85,96,105,98,65,88
08h.46m.22s.665ms,108.24,87,118,107,116,91,85,85,96,105,99,66,88
08h.46m.22s.674ms,109.13,87,118,107,117,91,85,85,96,105,99,66,88
08h.46m.22s.684ms,109.49,87,118,107,116,91,85,85,96,105,99,66,88
08h.46m.22s.694ms,110.03,87,118,107,117,91,85,85,96,105,100,66,88
08h.46m.22s.704ms,110.65,87,118,107,117,91,85,85,96,106,100,66,88
08h.46m.22s.714ms,110.88,87,118,107,117,91,85,85,96,106,100,66,88
08h.46m.22s.724ms,111.13,87,118,107,117,91,85,85,96,106,100,66,88
08h.46m.22s.735ms,112.02,87,118,107,117,91,85,85,96,105,100,67,88
08h.46m.22s.744ms,112.38,87,119,107,117,92,85,85,96,106,100,67,89
08h.46m.22s.755ms,112.89,87,119,107,117,92,85,86,96,105,100,67,89
08h.46m.22s.765ms,113.63,87,119,107,117,92,85,85,96,106,100,67,89
08h.46m.22s.774ms,114.08,87,119,107,117,92,85,86,96,106,100,67,89
08h.46m.22s.785ms,114.38,87,119,107,117,92,85,85,96,106,101,67,89
08h.46m.22s.795ms,115.29,87,119,107,117,92,85,85,96,106,101,67,89
08h.46m.22s.804ms,115.67,87,119,107,117,92,85,86,96,106,101,67,89
08h.46m.22s.815ms,116.16,87,119,107,118,92,85,86,96,106,101,67,90
08h.46m.22s.824ms,116.91,87,119,107,118,92,85,85,96,106,101,67,89
08h.46m.22s.834ms,117.30,88,120,107,118,92,85,86,96,106,101,68,90
08h.46m.22s.844ms,117.60,87,120,108,118,92,86,86,96,106,101,68,89
08h.46m.22s.856ms,118.45,88,120,108,119,92,85,87,96,106,102,67,90
08h.46m.22s.864ms,118.82,88,120,108,119,92,86,87,96,107,102,68,90
08h.46m.22s.874ms,119.27,88,120,109,119,92,86,87,96,106,102,68,90
08h.46m.22s.884ms,119.99,88,120,108,119,92,85,87,96,107,102,68,91
08h.46m.22s.895ms,120.36,88,120,108,119,92,86,87,96,106,102,68,90
08h.46m.22s.904ms,120.62,88,120,108,119,93,86,88,96,107,102,68,91
08h.46m.22s.915ms,121.32,88,120,108,119,93,86,88,97,107,102,68,90
08h.46m.22s.924ms,121.63,88,120,109,119,93,87,88,97,107,102,68,91
08h.46m.22s.935ms,121.99,88,120,108,119,93,86,88,97,107,102,68,91
08h.46m.22s.944ms,122.20,88,121,109,119,94,87,88,97,107,102,68,91
08h.46m.22s.955ms,122.90,88,120,108,119,93,86,88,97,107,102,68,91
08h.46m.22s.965ms,123.16,88,121,108,119,94,87,88,97,107,102,68,91
08h.46m.22s.974ms,123.63,88,121,109,119,94,87,88,98,107,102,68,90
08h.46m.22s.985ms,124.26,88,120,109,119,94,88,88,98,108,102,68,91
08h.46m.22s.995ms,124.66,88,121,109,120,94,88,88,98,107,102,68,91
08h.46m.23s.004ms,124.92,88,121,109,119,94,88,88,98,108,103,68,91
08h.46m.23s.014ms,125.73,88,121,109,120,94,88,88,98,109,103,68,91
08h.46m.23s.024ms,126.05,88,121,109,120,94,88,88,98,109,102,68,91
08h.46m.23s.034ms,126.53,88,121,109,120,94,88,88,98,109,103,68,91
08h.46m.23s.044ms,127.18,89,121,109,120,94,88,88,98,109,103,69,91
08h.46m.23s.054ms,127.56,88,121,109,120,94,88,88,98,109,103,69,91
08h.46m.23s.064ms,127.82,88,121,109,120,94,88,88,98,109,103,69,91
08h.46m.23s.074ms,128.63,89,121,109,120,94,88,88,98,109,103,69,91
08h.46m.23s.088ms,128.94,88,121,108,120,94,88,88,98,109,103,69,91
08h.46m.23s.094ms,129.36,88,121,109,120,94,88,88,98,109,104,70,91
08h.46m.23s.104ms,129.95,89,121,108,120,94,88,88,98,108,104,69,91
08h.46m.23s.114ms,130.18,88,121,108,120,94,88,88,98,108,103,70,91
08h.46m.23s.125ms,130.18,88,121,108,120,95,88,88,98,108,104,69,91
08h.46m.23s.135ms,130.81,88,121,108,120,94,88,88,99,108,103,70,91
08h.46m.23s.144ms,131.15,88,122,108,120,95,88,88,98,108,104,70,91
08h.46m.23s.155ms,131.56,89,121,109,121,95,88,89,99,108,105,71,91
